Temperature (K),Mass,Luminosity(L/Lo),Radius(R/Ro),Absolute magnitude(Mv),Star type,Star color,Spectral Class,,name
,,,,,,,,,Kepler-364 b
,,,,,,,,,Kepler-364 c
,,,,,,,,,Kepler-365 b
,,,,,,,,,Kepler-365 c
,,,,,,,,,Kepler-366 b
,,,,,,,,,Kepler-366 c
,,,,,,,,,Kepler-367 b
,,,,,,,,,Kepler-367 c
,,,,,,,,,Kepler-368 b
,,,,,,,,,Kepler-368 c
,,,,,,,,,Kepler-369 b
,,,,,,,,,Kepler-369 c
,,,,,,,,,Kepler-36 b
,,,,,,,,,Kepler-36 c
,,,,,,,,,Kepler-370 b
,,,,,,,,,Kepler-370 c
,,,,,,,,,Kepler-371 b
,,,,,,,,,Kepler-371 c
,,,,,,,,,Kepler-372 b
,,,,,,,,,Kepler-372 c
,,,,,,,,,Kepler-372 d
,,,,,,,,,Kepler-373 b
,,,,,,,,,Kepler-373 c
,,,,,,,,,Kepler-374 b
,,,,,,,,,Kepler-374 c
,,,,,,,,,Kepler-374 d
,,,,,,,,,Kepler-375 b
,,,,,,,,,Kepler-375 c
,,,,,,,,,Kepler-376 b
,,,,,,,,,Kepler-376 c
,,,,,,,,,Kepler-377 b
,,,,,,,,,Kepler-377 c
,,,,,,,,,Kepler-378 b
,,,,,,,,,Kepler-378 c
,,,,,,,,,Kepler-379 b
,,,,,,,,,Kepler-379 c
,,,,,,,,,Kepler-37 b
,,,,,,,,,Kepler-37 c
,,,,,,,,,Kepler-37 d
,,,,,,,,,Kepler-37 e
,,,,,,,,,Kepler-380 b
,,,,,,,,,Kepler-380 c
,,,,,,,,,Kepler-381 b
,,,,,,,,,Kepler-381 c
,,,,,,,,,Kepler-382 b
,,,,,,,,,Kepler-382 c
,,,,,,,,,Kepler-383 b
,,,,,,,,,Kepler-383 c
,,,,,,,,,Kepler-384 b
,,,,,,,,,Kepler-384 c
,,,,,,,,,Kepler-385 b
,,,,,,,,,Kepler-385 c
,,,,,,,,,Kepler-385 d
,,,,,,,,,Kepler-386 b
,,,,,,,,,Kepler-386 c
,,,,,,,,,Kepler-387 b
,,,,,,,,,Kepler-387 c
,,,,,,,,,Kepler-388 b
,,,,,,,,,Kepler-388 c
,,,,,,,,,Kepler-389 b
,,,,,,,,,Kepler-389 c
,,,,,,,,,Kepler-38 b
,,,,,,,,,Kepler-390 b
,,,,,,,,,Kepler-390 c
,,,,,,,,,Kepler-391 b
,,,,,,,,,Kepler-391 c
,,,,,,,,,Kepler-392 b
,,,,,,,,,Kepler-392 c
,,,,,,,,,Kepler-393 b
,,,,,,,,,Kepler-393 c
,,,,,,,,,Kepler-394 b
,,,,,,,,,Kepler-394 c
,,,,,,,,,Kepler-395 b
,,,,,,,,,Kepler-395 c
,,,,,,,,,Kepler-396 b
,,,,,,,,,Kepler-396 c
,,,,,,,,,Kepler-397 b
,,,,,,,,,Kepler-397 c
,,,,,,,,,Kepler-398 b
,,,,,,,,,Kepler-398 c
,,,,,,,,,Kepler-398 d
,,,,,,,,,Kepler-399 b
,,,,,,,,,Kepler-399 c
,,,,,,,,,Kepler-399 d
,,,,,,,,,Kepler-39 b
,,,,,,,,,Kepler-400 b
,,,,,,,,,Kepler-400 c
,,,,,,,,,Kepler-401 b
,,,,,,,,,Kepler-401 c
,,,,,,,,,Kepler-401 d
,,,,,,,,,Kepler-402 b
,,,,,,,,,Kepler-402 c
,,,,,,,,,Kepler-402 d
,,,,,,,,,Kepler-402 e
,,,,,,,,,Kepler-403 b
,,,,,,,,,Kepler-403 c
,,,,,,,,,Kepler-403 d
,,,,,,,,,Kepler-404 b
,,,,,,,,,Kepler-404 c
,,,,,,,,,Kepler-405 b
,,,,,,,,,Kepler-405 c
,,,,,,,,,Kepler-406 b
,,,,,,,,,Kepler-406 c
,,,,,,,,,Kepler-407 b
,,,,,,,,,Kepler-407 c
,,,,,,,,,Kepler-408 b
,,,,,,,,,Kepler-409 b
,,,,,,,,,Kepler-40 b
,,,,,,,,,Kepler-410 A b
,,,,,,,,,Kepler-411 b
,,,,,,,,,Kepler-411 c
,,,,,,,,,Kepler-411 d
,,,,,,,,,Kepler-411 e
,,,,,,,,,Kepler-412 b
,,,,,,,,,Kepler-413 b
,,,,,,,,,Kepler-414 b
,,,,,,,,,Kepler-414 c
,,,,,,,,,Kepler-415 b
,,,,,,,,,Kepler-415 c
,,,,,,,,,Kepler-416 b
,,,,,,,,,Kepler-416 c
,,,,,,,,,Kepler-417 b
,,,,,,,,,Kepler-417 c
,,,,,,,,,Kepler-418 b
,,,,,,,,,Kepler-419 b
,,,,,,,,,Kepler-419 c
,,,,,,,,,Kepler-41 b
,,,,,,,,,Kepler-421 b
,,,,,,,,,Kepler-422 b
,,,,,,,,,Kepler-423 b
,,,,,,,,,Kepler-424 b
,,,,,,,,,Kepler-424 c
,,,,,,,,,Kepler-425 b
,,,,,,,,,Kepler-426 b
,,,,,,,,,Kepler-427 b
,,,,,,,,,Kepler-428 b
,,,,,,,,,Kepler-42 b
,,,,,,,,,Kepler-42 c
,,,,,,,,,Kepler-42 d
,,,,,,,,,Kepler-430 b
,,,,,,,,,Kepler-430 c
,,,,,,,,,Kepler-431 b
,,,,,,,,,Kepler-431 c
,,,,,,,,,Kepler-431 d
,,,,,,,,,Kepler-432 b
,,,,,,,,,Kepler-432 c
,,,,,,,,,Kepler-433 b
,,,,,,,,,Kepler-434 b
,,,,,,,,,Kepler-435 b
,,,,,,,,,Kepler-436 b
,,,,,,,,,Kepler-436 c
,,,,,,,,,Kepler-437 b
,,,,,,,,,Kepler-438 b
,,,,,,,,,Kepler-439 b
,,,,,,,,,Kepler-43 b
,,,,,,,,,Kepler-440 b
,,,,,,,,,Kepler-441 b
,,,,,,,,,Kepler-442 b
,,,,,,,,,Kepler-443 b
,,,,,,,,,Kepler-444 b
,,,,,,,,,Kepler-444 c
,,,,,,,,,Kepler-444 d
,,,,,,,,,Kepler-444 e
,,,,,,,,,Kepler-444 f
,,,,,,,,,Kepler-445 b
,,,,,,,,,Kepler-445 c
,,,,,,,,,Kepler-445 d
,,,,,,,,,Kepler-446 b
,,,,,,,,,Kepler-446 c
,,,,,,,,,Kepler-446 d
,,,,,,,,,Kepler-447 b
,,,,,,,,,Kepler-448 c
,,,,,,,,,Kepler-449 b
,,,,,,,,,Kepler-449 c
,,,,,,,,,Kepler-44 b
,,,,,,,,,Kepler-450 b
,,,,,,,,,Kepler-450 c
,,,,,,,,,Kepler-450 d
,,,,,,,,,Kepler-452 b
,,,,,,,,,Kepler-453 b
,,,,,,,,,Kepler-454 b
,,,,,,,,,Kepler-454 c
,,,,,,,,,Kepler-458 c
,,,,,,,,,Kepler-45 b
,,,,,,,,,Kepler-460 c
,,,,,,,,,Kepler-461 b
,,,,,,,,,Kepler-462 b
,,,,,,,,,Kepler-463 b
,,,,,,,,,Kepler-464 b
,,,,,,,,,Kepler-465 b
,,,,,,,,,Kepler-466 b
,,,,,,,,,Kepler-466 c
,,,,,,,,,Kepler-467 b
,,,,,,,,,Kepler-468 b
,,,,,,,,,Kepler-46 b
,,,,,,,,,Kepler-46 c
,,,,,,,,,Kepler-46 d
,,,,,,,,,Kepler-470 b
,,,,,,,,,Kepler-471 b
,,,,,,,,,Kepler-472 b
,,,,,,,,,Kepler-473 b
,,,,,,,,,Kepler-474 b
,,,,,,,,,Kepler-475 b
,,,,,,,,,Kepler-476 b
,,,,,,,,,Kepler-477 b
,,,,,,,,,Kepler-478 b
,,,,,,,,,Kepler-479 b
,,,,,,,,,Kepler-47 b
,,,,,,,,,Kepler-47 c
,,,,,,,,,Kepler-47 d
,,,,,,,,,Kepler-480 b
,,,,,,,,,Kepler-481 b
,,,,,,,,,Kepler-482 b
,,,,,,,,,Kepler-483 b
,,,,,,,,,Kepler-484 b
,,,,,,,,,Kepler-485 b
,,,,,,,,,Kepler-486 b
,,,,,,,,,Kepler-487 b
,,,,,,,,,Kepler-487 c
,,,,,,,,,Kepler-488 b
,,,,,,,,,Kepler-489 b
,,,,,,,,,Kepler-48 b
,,,,,,,,,Kepler-48 c
,,,,,,,,,Kepler-48 d
,,,,,,,,,Kepler-48 e
,,,,,,,,,Kepler-490 b
,,,,,,,,,Kepler-491 b
,,,,,,,,,Kepler-492 b
,,,,,,,,,Kepler-493 b
,,,,,,,,,Kepler-494 b
,,,,,,,,,Kepler-495 b
,,,,,,,,,Kepler-496 b
,,,,,,,,,Kepler-497 b
,,,,,,,,,Kepler-498 b
,,,,,,,,,Kepler-499 b
,,,,,,,,,Kepler-49 b
,,,,,,,,,Kepler-49 c
,,,,,,,,,Kepler-49 d
,,,,,,,,,Kepler-49 e
,,,,,,,,,Kepler-4 b
,,,,,,,,,Kepler-500 b
,,,,,,,,,Kepler-501 b
,,,,,,,,,Kepler-502 b
,,,,,,,,,Kepler-504 b
,,,,,,,,,Kepler-505 b
,,,,,,,,,Kepler-506 b
,,,,,,,,,Kepler-507 b
,,,,,,,,,Kepler-508 b
,,,,,,,,,Kepler-509 b
,,,,,,,,,Kepler-50 b
,,,,,,,,,Kepler-50 c
,,,,,,,,,Kepler-510 b
,,,,,,,,,Kepler-511 b
,,,,,,,,,Kepler-512 b
,,,,,,,,,Kepler-513 b
,,,,,,,,,Kepler-514 b
,,,,,,,,,Kepler-515 b
,,,,,,,,,Kepler-516 b
,,,,,,,,,Kepler-517 b
,,,,,,,,,Kepler-518 b
,,,,,,,,,Kepler-519 b
,,,,,,,,,Kepler-51 b
,,,,,,,,,Kepler-51 c
,,,,,,,,,Kepler-51 d
,,,,,,,,,Kepler-520 b
,,,,,,,,,Kepler-520 c
,,,,,,,,,Kepler-521 b
,,,,,,,,,Kepler-522 b
,,,,,,,,,Kepler-523 b
,,,,,,,,,Kepler-524 b
,,,,,,,,,Kepler-524 c
,,,,,,,,,Kepler-525 b
,,,,,,,,,Kepler-526 b
,,,,,,,,,Kepler-527 b
,,,,,,,,,Kepler-528 b
,,,,,,,,,Kepler-529 b
,,,,,,,,,Kepler-529 c
,,,,,,,,,Kepler-52 b
,,,,,,,,,Kepler-52 c
,,,,,,,,,Kepler-52 d
,,,,,,,,,Kepler-530 b
,,,,,,,,,Kepler-531 b
,,,,,,,,,Kepler-532 b
,,,,,,,,,Kepler-533 b
,,,,,,,,,Kepler-534 b
,,,,,,,,,Kepler-535 b
,,,,,,,,,Kepler-536 b
,,,,,,,,,Kepler-537 b
,,,,,,,,,Kepler-538 b
,,,,,,,,,Kepler-539 b
,,,,,,,,,Kepler-539 c
,,,,,,,,,Kepler-53 b
,,,,,,,,,Kepler-53 c
,,,,,,,,,Kepler-53 d
,,,,,,,,,Kepler-540 b
,,,,,,,,,Kepler-541 b
,,,,,,,,,Kepler-542 b
,,,,,,,,,Kepler-543 b
,,,,,,,,,Kepler-544 b
,,,,,,,,,Kepler-545 b
,,,,,,,,,Kepler-546 b
,,,,,,,,,Kepler-547 b
,,,,,,,,,Kepler-548 b
,,,,,,,,,Kepler-549 b
,,,,,,,,,Kepler-549 c
,,,,,,,,,Kepler-54 b
,,,,,,,,,Kepler-54 c
,,,,,,,,,Kepler-54 d
,,,,,,,,,Kepler-550 b
,,,,,,,,,Kepler-551 b
,,,,,,,,,Kepler-552 b
,,,,,,,,,Kepler-553 b
,,,,,,,,,Kepler-553 c
,,,,,,,,,Kepler-554 b
,,,,,,,,,Kepler-555 b
,,,,,,,,,Kepler-556 b
,,,,,,,,,Kepler-557 b
,,,,,,,,,Kepler-558 b
,,,,,,,,,Kepler-559 b
,,,,,,,,,Kepler-55 b
,,,,,,,,,Kepler-55 c
,,,,,,,,,Kepler-55 d
,,,,,,,,,Kepler-55 e
,,,,,,,,,Kepler-55 f
,,,,,,,,,Kepler-560 b
,,,,,,,,,Kepler-561 b
,,,,,,,,,Kepler-561 c
,,,,,,,,,Kepler-562 b
,,,,,,,,,Kepler-563 b
,,,,,,,,,Kepler-564 b
,,,,,,,,,Kepler-565 b
,,,,,,,,,Kepler-566 b
,,,,,,,,,Kepler-567 b
,,,,,,,,,Kepler-568 b
,,,,,,,,,Kepler-569 b
,,,,,,,,,Kepler-56 b
,,,,,,,,,Kepler-56 c
,,,,,,,,,Kepler-56 d
,,,,,,,,,Kepler-570 b
,,,,,,,,,Kepler-571 b
,,,,,,,,,Kepler-572 b
,,,,,,,,,Kepler-573 b
,,,,,,,,,Kepler-574 b
,,,,,,,,,Kepler-575 b
,,,,,,,,,Kepler-576 b
,,,,,,,,,Kepler-577 b
,,,,,,,,,Kepler-578 b
,,,,,,,,,Kepler-579 b
,,,,,,,,,Kepler-57 b
,,,,,,,,,Kepler-57 c
,,,,,,,,,Kepler-580 b
,,,,,,,,,Kepler-581 b
,,,,,,,,,Kepler-582 b
,,,,,,,,,Kepler-583 b
,,,,,,,,,Kepler-584 b
,,,,,,,,,Kepler-585 b
,,,,,,,,,Kepler-586 b
,,,,,,,,,Kepler-587 b
,,,,,,,,,Kepler-588 b
,,,,,,,,,Kepler-589 b
,,,,,,,,,Kepler-58 b
,,,,,,,,,Kepler-58 c
,,,,,,,,,Kepler-58 d
,,,,,,,,,Kepler-590 b
,,,,,,,,,Kepler-591 b
,,,,,,,,,Kepler-592 b
,,,,,,,,,Kepler-593 b
,,,,,,,,,Kepler-594 b
,,,,,,,,,Kepler-595 b
,,,,,,,,,Kepler-596 b
,,,,,,,,,Kepler-597 b
,,,,,,,,,Kepler-598 b
,,,,,,,,,Kepler-598 c
,,,,,,,,,Kepler-599 b
,,,,,,,,,Kepler-59 b
,,,,,,,,,Kepler-59 c
,,,,,,,,,Kepler-5 b
,,,,,,,,,Kepler-600 b
,,,,,,,,,Kepler-601 b
,,,,,,,,,Kepler-602 b
,,,,,,,,,Kepler-603 b
,,,,,,,,,Kepler-603 c
,,,,,,,,,Kepler-603 d
,,,,,,,,,Kepler-604 b
,,,,,,,,,Kepler-605 b
,,,,,,,,,Kepler-605 c
,,,,,,,,,Kepler-606 b
,,,,,,,,,Kepler-607 b
,,,,,,,,,Kepler-608 b
,,,,,,,,,Kepler-609 b
,,,,,,,,,Kepler-60 b
,,,,,,,,,Kepler-60 c
,,,,,,,,,Kepler-60 d
,,,,,,,,,Kepler-610 b
,,,,,,,,,Kepler-610 c
,,,,,,,,,Kepler-611 b
,,,,,,,,,Kepler-612 b
,,,,,,,,,Kepler-613 b
,,,,,,,,,Kepler-614 b
,,,,,,,,,Kepler-615 b
,,,,,,,,,Kepler-616 b
,,,,,,,,,Kepler-616 c
,,,,,,,,,Kepler-617 b
,,,,,,,,,Kepler-618 b
,,,,,,,,,Kepler-619 b
,,,,,,,,,Kepler-619 c
,,,,,,,,,Kepler-61 b
,,,,,,,,,Kepler-620 b
,,,,,,,,,Kepler-621 b
,,,,,,,,,Kepler-622 b
,,,,,,,,,Kepler-623 b
,,,,,,,,,Kepler-624 b
,,,,,,,,,Kepler-625 b
,,,,,,,,,Kepler-625 c
,,,,,,,,,Kepler-626 b
,,,,,,,,,Kepler-627 b
,,,,,,,,,Kepler-628 b
,,,,,,,,,Kepler-629 b
,,,,,,,,,Kepler-62 b
,,,,,,,,,Kepler-62 c
,,,,,,,,,Kepler-62 d
,,,,,,,,,Kepler-62 e
,,,,,,,,,Kepler-62 f
,,,,,,,,,Kepler-630 b
,,,,,,,,,Kepler-631 b
,,,,,,,,,Kepler-632 b
,,,,,,,,,Kepler-633 b
,,,,,,,,,Kepler-634 b
,,,,,,,,,Kepler-635 b
,,,,,,,,,Kepler-636 b
,,,,,,,,,Kepler-637 b
,,,,,,,,,Kepler-638 b
,,,,,,,,,Kepler-639 b
,,,,,,,,,Kepler-63 b
,,,,,,,,,Kepler-640 b
,,,,,,,,,Kepler-641 b
,,,,,,,,,Kepler-642 b
,,,,,,,,,Kepler-643 b
,,,,,,,,,Kepler-644 b
,,,,,,,,,Kepler-645 b
,,,,,,,,,Kepler-646 b
,,,,,,,,,Kepler-647 b
,,,,,,,,,Kepler-647 c
,,,,,,,,,Kepler-648 b
,,,,,,,,,Kepler-649 b
,,,,,,,,,Kepler-650 b
,,,,,,,,,Kepler-651 b
,,,,,,,,,Kepler-652 b
,,,,,,,,,Kepler-653 b
,,,,,,,,,Kepler-653 c
,,,,,,,,,Kepler-654 b
,,,,,,,,,Kepler-655 b
,,,,,,,,,Kepler-656 b
,,,,,,,,,Kepler-657 b
,,,,,,,,,Kepler-658 b
,,,,,,,,,Kepler-659 b
,,,,,,,,,Kepler-65 b
,,,,,,,,,Kepler-65 c
,,,,,,,,,Kepler-65 d
,,,,,,,,,Kepler-65 e
,,,,,,,,,Kepler-660 b
,,,,,,,,,Kepler-661 b
,,,,,,,,,Kepler-662 b
,,,,,,,,,Kepler-663 b
,,,,,,,,,Kepler-664 b
,,,,,,,,,Kepler-665 b
,,,,,,,,,Kepler-666 b
,,,,,,,,,Kepler-667 b
,,,,,,,,,Kepler-668 b
,,,,,,,,,Kepler-669 b
,,,,,,,,,Kepler-66 b
,,,,,,,,,Kepler-670 b
,,,,,,,,,Kepler-671 b
,,,,,,,,,Kepler-672 b
,,,,,,,,,Kepler-673 b
,,,,,,,,,Kepler-674 b
,,,,,,,,,Kepler-675 b
,,,,,,,,,Kepler-676 b
,,,,,,,,,Kepler-677 b
,,,,,,,,,Kepler-678 b
,,,,,,,,,Kepler-679 b
,,,,,,,,,Kepler-67 b
,,,,,,,,,Kepler-680 b
,,,,,,,,,Kepler-681 b
,,,,,,,,,Kepler-682 b
,,,,,,,,,Kepler-683 b
,,,,,,,,,Kepler-684 b
,,,,,,,,,Kepler-685 b
,,,,,,,,,Kepler-686 b
,,,,,,,,,Kepler-687 b
,,,,,,,,,Kepler-688 b
,,,,,,,,,Kepler-689 b
,,,,,,,,,Kepler-68 b
,,,,,,,,,Kepler-68 c
,,,,,,,,,Kepler-68 d
,,,,,,,,,Kepler-690 b
,,,,,,,,,Kepler-691 b
,,,,,,,,,Kepler-692 b
,,,,,,,,,Kepler-693 b
,,,,,,,,,Kepler-694 b
,,,,,,,,,Kepler-695 b
,,,,,,,,,Kepler-696 b
,,,,,,,,,Kepler-697 b
,,,,,,,,,Kepler-698 b
,,,,,,,,,Kepler-699 b
,,,,,,,,,Kepler-69 b
,,,,,,,,,Kepler-69 c
,,,,,,,,,Kepler-6 b
,,,,,,,,,Kepler-700 b
,,,,,,,,,Kepler-701 b
,,,,,,,,,Kepler-702 b
,,,,,,,,,Kepler-703 b
,,,,,,,,,Kepler-704 b
,,,,,,,,,Kepler-705 b
,,,,,,,,,Kepler-706 b
,,,,,,,,,Kepler-707 b
,,,,,,,,,Kepler-708 b
,,,,,,,,,Kepler-709 b
,,,,,,,,,Kepler-710 b
,,,,,,,,,Kepler-711 b
,,,,,,,,,Kepler-712 b
,,,,,,,,,Kepler-712 c
,,,,,,,,,Kepler-713 b
,,,,,,,,,Kepler-714 b
,,,,,,,,,Kepler-715 b
,,,,,,,,,Kepler-716 b
,,,,,,,,,Kepler-716 c
,,,,,,,,,Kepler-717 b
,,,,,,,,,Kepler-718 b
,,,,,,,,,Kepler-719 b
,,,,,,,,,Kepler-720 b
,,,,,,,,,Kepler-721 b
,,,,,,,,,Kepler-722 b
,,,,,,,,,Kepler-722 c
,,,,,,,,,Kepler-723 b
,,,,,,,,,Kepler-724 b
,,,,,,,,,Kepler-725 b
,,,,,,,,,Kepler-726 b
,,,,,,,,,Kepler-727 b
,,,,,,,,,Kepler-728 b
,,,,,,,,,Kepler-729 b
,,,,,,,,,Kepler-730 b
,,,,,,,,,Kepler-730 c
,,,,,,,,,Kepler-731 b
,,,,,,,,,Kepler-732 b
,,,,,,,,,Kepler-732 c
,,,,,,,,,Kepler-733 b
,,,,,,,,,Kepler-734 b
,,,,,,,,,Kepler-735 b
,,,,,,,,,Kepler-736 b
,,,,,,,,,Kepler-737 b
,,,,,,,,,Kepler-738 b
,,,,,,,,,Kepler-739 b
,,,,,,,,,Kepler-740 b
,,,,,,,,,Kepler-741 b
,,,,,,,,,Kepler-742 b
,,,,,,,,,Kepler-743 b
,,,,,,,,,Kepler-744 b
,,,,,,,,,Kepler-745 b
,,,,,,,,,Kepler-746 b
,,,,,,,,,Kepler-747 b
,,,,,,,,,Kepler-748 b
,,,,,,,,,Kepler-749 b
,,,,,,,,,Kepler-74 b
,,,,,,,,,Kepler-750 b
,,,,,,,,,Kepler-750 c
,,,,,,,,,Kepler-751 b
,,,,,,,,,Kepler-752 b
,,,,,,,,,Kepler-753 b
,,,,,,,,,Kepler-754 b
,,,,,,,,,Kepler-755 b
,,,,,,,,,Kepler-755 c
,,,,,,,,,Kepler-756 b
,,,,,,,,,Kepler-757 b
,,,,,,,,,Kepler-758 b
,,,,,,,,,Kepler-758 c
,,,,,,,,,Kepler-758 d
,,,,,,,,,Kepler-758 e
,,,,,,,,,Kepler-759 b
,,,,,,,,,Kepler-75 b
,,,,,,,,,Kepler-760 b
,,,,,,,,,Kepler-760 c
,,,,,,,,,Kepler-761 b
,,,,,,,,,Kepler-762 b
,,,,,,,,,Kepler-763 b
,,,,,,,,,Kepler-764 b
,,,,,,,,,Kepler-765 b
,,,,,,,,,Kepler-766 b
,,,,,,,,,Kepler-767 b
,,,,,,,,,Kepler-768 b
,,,,,,,,,Kepler-769 b
,,,,,,,,,Kepler-769 c
,,,,,,,,,Kepler-76 b
,,,,,,,,,Kepler-770 b
,,,,,,,,,Kepler-770 c
,,,,,,,,,Kepler-770 d
,,,,,,,,,Kepler-771 b
,,,,,,,,,Kepler-772 b
,,,,,,,,,Kepler-773 b
,,,,,,,,,Kepler-774 b
,,,,,,,,,Kepler-775 b
,,,,,,,,,Kepler-776 b
,,,,,,,,,Kepler-777 b
,,,,,,,,,Kepler-778 b
,,,,,,,,,Kepler-779 b
,,,,,,,,,Kepler-77 b
,,,,,,,,,Kepler-780 b
,,,,,,,,,Kepler-781 b
,,,,,,,,,Kepler-782 b
,,,,,,,,,Kepler-783 b
,,,,,,,,,Kepler-783 c
,,,,,,,,,Kepler-784 b
,,,,,,,,,Kepler-785 b
,,,,,,,,,Kepler-786 b
,,,,,,,,,Kepler-787 b
,,,,,,,,,Kepler-788 b
,,,,,,,,,Kepler-789 b
,,,,,,,,,Kepler-78 b
,,,,,,,,,Kepler-790 b
,,,,,,,,,Kepler-791 b
,,,,,,,,,Kepler-792 b
,,,,,,,,,Kepler-793 b
,,,,,,,,,Kepler-794 b
,,,,,,,,,Kepler-795 b
,,,,,,,,,Kepler-796 b
,,,,,,,,,Kepler-797 b
,,,,,,,,,Kepler-798 b
,,,,,,,,,Kepler-799 b
,,,,,,,,,Kepler-79 b
,,,,,,,,,Kepler-79 c
,,,,,,,,,Kepler-79 d
,,,,,,,,,Kepler-79 e
,,,,,,,,,Kepler-7 b
,,,,,,,,,Kepler-800 b
,,,,,,,,,Kepler-801 b
,,,,,,,,,Kepler-802 b
,,,,,,,,,Kepler-803 b
,,,,,,,,,Kepler-804 b
,,,,,,,,,Kepler-804 c
,,,,,,,,,Kepler-805 b
,,,,,,,,,Kepler-806 b
,,,,,,,,,Kepler-807 b
,,,,,,,,,Kepler-808 b
,,,,,,,,,Kepler-809 b
,,,,,,,,,Kepler-80 b
,,,,,,,,,Kepler-80 c
,,,,,,,,,Kepler-80 d
,,,,,,,,,Kepler-80 e
,,,,,,,,,Kepler-80 f
,,,,,,,,,Kepler-80 g
,,,,,,,,,Kepler-810 b
,,,,,,,,,Kepler-811 b
,,,,,,,,,Kepler-812 b
,,,,,,,,,Kepler-813 b
,,,,,,,,,Kepler-814 b
,,,,,,,,,Kepler-815 b
,,,,,,,,,Kepler-816 b
,,,,,,,,,Kepler-817 b
,,,,,,,,,Kepler-818 b
,,,,,,,,,Kepler-819 b
,,,,,,,,,Kepler-81 b
,,,,,,,,,Kepler-81 c
,,,,,,,,,Kepler-81 d
,,,,,,,,,Kepler-820 b
,,,,,,,,,Kepler-821 b
,,,,,,,,,Kepler-822 b
,,,,,,,,,Kepler-823 b
,,,,,,,,,Kepler-824 b
,,,,,,,,,Kepler-825 b
,,,,,,,,,Kepler-825 c
,,,,,,,,,Kepler-826 b
,,,,,,,,,Kepler-827 b
,,,,,,,,,Kepler-828 b
,,,,,,,,,Kepler-829 b
,,,,,,,,,Kepler-82 b
,,,,,,,,,Kepler-82 c
,,,,,,,,,Kepler-82 d
,,,,,,,,,Kepler-82 e
,,,,,,,,,Kepler-82 f
,,,,,,,,,Kepler-830 b
,,,,,,,,,Kepler-831 b
,,,,,,,,,Kepler-832 b
,,,,,,,,,Kepler-833 b
,,,,,,,,,Kepler-834 b
,,,,,,,,,Kepler-835 b
,,,,,,,,,Kepler-836 b
,,,,,,,,,Kepler-837 b
,,,,,,,,,Kepler-838 b
,,,,,,,,,Kepler-839 b
,,,,,,,,,Kepler-83 b
,,,,,,,,,Kepler-83 c
,,,,,,,,,Kepler-83 d
,,,,,,,,,Kepler-840 b
,,,,,,,,,Kepler-841 b
,,,,,,,,,Kepler-842 b
,,,,,,,,,Kepler-843 b
,,,,,,,,,Kepler-844 b
,,,,,,,,,Kepler-845 b
,,,,,,,,,Kepler-846 b
,,,,,,,,,Kepler-847 b
,,,,,,,,,Kepler-848 b
,,,,,,,,,Kepler-849 b
,,,,,,,,,Kepler-84 b
,,,,,,,,,Kepler-84 c
,,,,,,,,,Kepler-84 d
,,,,,,,,,Kepler-84 e
,,,,,,,,,Kepler-84 f
,,,,,,,,,Kepler-850 b
,,,,,,,,,Kepler-851 b
,,,,,,,,,Kepler-852 b
,,,,,,,,,Kepler-853 b
,,,,,,,,,Kepler-854 b
,,,,,,,,,Kepler-855 b
,,,,,,,,,Kepler-856 b
,,,,,,,,,Kepler-857 b
,,,,,,,,,Kepler-858 b
,,,,,,,,,Kepler-859 b
,,,,,,,,,Kepler-85 b
,,,,,,,,,Kepler-85 c
,,,,,,,,,Kepler-85 d
,,,,,,,,,Kepler-85 e
,,,,,,,,,Kepler-860 b
,,,,,,,,,Kepler-861 b
,,,,,,,,,Kepler-862 b
,,,,,,,,,Kepler-863 b
,,,,,,,,,Kepler-864 b
,,,,,,,,,Kepler-865 b
,,,,,,,,,Kepler-866 b
,,,,,,,,,Kepler-867 b
,,,,,,,,,Kepler-868 b
,,,,,,,,,Kepler-869 b
,,,,,,,,,Kepler-870 b
,,,,,,,,,Kepler-871 b
,,,,,,,,,Kepler-872 b
,,,,,,,,,Kepler-873 b
,,,,,,,,,Kepler-874 b
,,,,,,,,,Kepler-875 b
,,,,,,,,,Kepler-876 b
,,,,,,,,,Kepler-877 b
,,,,,,,,,Kepler-878 b
,,,,,,,,,Kepler-879 b
,,,,,,,,,Kepler-87 b
,,,,,,,,,Kepler-87 c
,,,,,,,,,Kepler-880 b
,,,,,,,,,Kepler-881 b
,,,,,,,,,Kepler-882 b
,,,,,,,,,Kepler-883 b
,,,,,,,,,Kepler-884 b
,,,,,,,,,Kepler-885 b
,,,,,,,,,Kepler-886 b
,,,,,,,,,Kepler-887 b
,,,,,,,,,Kepler-887 c
,,,,,,,,,Kepler-888 b
,,,,,,,,,Kepler-889 b
,,,,,,,,,Kepler-88 d
,,,,,,,,,Kepler-890 b
,,,,,,,,,Kepler-891 b
,,,,,,,,,Kepler-892 b
,,,,,,,,,Kepler-893 b
,,,,,,,,,Kepler-894 b
,,,,,,,,,Kepler-895 b
,,,,,,,,,Kepler-896 b
,,,,,,,,,Kepler-897 b
,,,,,,,,,Kepler-898 b
,,,,,,,,,Kepler-899 b
,,,,,,,,,Kepler-8 b
,,,,,,,,,Kepler-900 b
,,,,,,,,,Kepler-901 b
,,,,,,,,,Kepler-902 b
,,,,,,,,,Kepler-903 b
,,,,,,,,,Kepler-903 c
,,,,,,,,,Kepler-904 b
,,,,,,,,,Kepler-905 b
,,,,,,,,,Kepler-906 b
